Complaint_ID,Complaint_Date,District,Ward,Area,Issue_Type,Department,Priority,Status,Assigned_Officer,Resolution_Date,Citizen_Rating,Latitude,Longitude,Remarks
CMP0538,2026-02-04,South,Ward-17,Tollygunge,Traffic Signal Fault,Traffic Department,Medium,Open,Rahul Sen,,,22.473479,88.46259,Work Completed
CMP0539,2026-03-10,South,Ward-22,Tollygunge,Sewer Problem,Sewer Department,High,Open,Vikram Das,,,22.621475,88.437537,Inspection Pending
CMP0540,2026-03-23,North,Ward-27,Shyambazar,Traffic Signal Fault,Traffic Department,Medium,Resolved,Deepak Bose,2026-04-02,4.0,22.685892,88.38409,Verified
CMP0541,2026-01-24,North,Ward-2,Shyambazar,Road Damage,Road Department,High,In Progress,Rajesh Kumar,,,22.56864,88.483883,Inspection Pending
CMP0542,2026-04-25,Central,Ward-30,Esplanade,Water Leakage,Water Department,Medium,In Progress,Priya Sharma,,,22.550195,88.41968,Verified
CMP0543,2026-03-29,South,Ward-12,Garia,Pothole,Road Department,Low,Open,Rajesh Kumar,,,22.46117,88.446465,Inspection Pending
CMP0544,2026-03-11,West,Ward-14,Behala,Street Light Fault,Electricity Department,High,Open,Karan Paul,,,22.553214,88.441828,Inspection Pending
CMP0545,2026-02-25,East,Ward-8,Salt Lake,Traffic Signal Fault,Traffic Department,Medium,In Progress,Deepak Bose,,,22.605679,88.263002,Repaired
CMP0546,2026-04-16,East,Ward-22,Salt Lake,Traffic Signal Fault,Traffic Department,Medium,Resolved,Deepak Bose,2026-04-21,5.0,22.614974,88.281503,Pending
CMP0547,2026-06-15,North,Ward-19,Shyambazar,Water Leakage,Water Department,Low,Open,Rohit Das,,,22.528783,88.398045,Inspection Pending
CMP0548,2026-05-29,East,Ward-12,New Town,Drain Blockage,Sewer Department,Medium,Resolved,Anil Shaw,2026-04-06,3.0,22.551992,88.467752,Work Completed
CMP0549,2026-04-01,North,Ward-4,Dum Dum,Illegal Dumping,Sanitation Department,Medium,In Progress,Neha Gupta,,,22.460238,88.41091,Repaired
CMP0550,2026-05-21,West,Ward-18,Santragachi,Sewer Problem,Sewer Department,Low,Open,Vikram Das,,,22.487274,88.295283,Pending
CMP0551,2026-04-22,North,Ward-22,Shyambazar,Street Light Fault,Electricity Department,Low,In Progress,Karan Paul,,,22.451037,88.422975,Verified
CMP0552,2026-06-01,North,Ward-7,Shyambazar,Drain Blockage,Sewer Department,Medium,Open,Anil Shaw,,,22.451101,88.422194,Pending
CMP0553,2026-03-21,West,Ward-7,Behala,Illegal Dumping,Sanitation Department,High,Resolved,Neha Gupta,2026-03-25,5.0,22.618908,88.297335,Repaired
CMP0554,2026-05-15,East,Ward-11,New Town,Sewer Problem,Sewer Department,Medium,Resolved,Vikram Das,2026-05-16,3.0,22.511723,88.481979,Material Awaited
CMP0555,2026-05-27,South,Ward-3,Tollygunge,Traffic Signal Fault,Traffic Department,Low,Resolved,Rahul Sen,2026-06-05,3.0,22.667289,88.360246,Work Completed
CMP0556,2026-05-20,West,Ward-2,Santragachi,Pothole,Road Department,Medium,Open,Rajesh Kumar,,,22.680119,88.479654,Team Assigned
CMP0557,2026-02-25,West,Ward-14,Behala,Water Leakage,Water Department,High,Open,Priya Sharma,,,22.591375,88.356432,Pending
CMP0558,2026-01-21,East,Ward-30,New Town,Traffic Signal Fault,Traffic Department,Medium,Open,Deepak Bose,,,22.62,88.39275,Team Assigned
CMP0559,2026-05-12,West,Ward-8,Behala,Park Maintenance,Parks Department,High,In Progress,Arjun Roy,,,22.654575,88.440961,Repaired
CMP0560,2026-03-04,East,Ward-7,Salt Lake,Park Maintenance,Parks Department,Low,Open,Arjun Roy,,,22.51088,88.447343,Repaired
CMP0561,2026-02-18,Central,Ward-24,Park Street,Garbage Overflow,Sanitation Department,Medium,In Progress,Neha Gupta,,,22.566945,88.450177,Work Completed
CMP0562,2026-03-11,North,Ward-20,Dum Dum,Garbage Overflow,Sanitation Department,Low,In Progress,Pooja Sen,,,22.62614,88.464437,Material Awaited
CMP0563,2026-01-31,East,Ward-2,Salt Lake,Street Light Fault,Electricity Department,Medium,In Progress,Karan Paul,,,22.624838,88.36152,Material Awaited
CMP0564,2026-04-22,North,Ward-12,Shyambazar,Garbage Overflow,Sanitation Department,Low,In Progress,Neha Gupta,,,22.634247,88.297032,Pending
CMP0565,2026-04-06,Central,Ward-19,Park Street,Street Light Fault,Electricity Department,Low,Resolved,Karan Paul,2026-04-14,3.0,22.614483,88.488089,Inspection Pending
CMP0566,2026-12-05,West,Ward-28,Behala,Drain Blockage,Sewer Department,High,Open,Anil Shaw,,,22.500021,88.425331,Work Completed
CMP0567,2026-12-03,South,Ward-2,Garia,Garbage Overflow,Sanitation Department,Low,Open,Pooja Sen,,,22.582984,88.423296,Team Assigned
CMP0568,2026-04-02,West,Ward-8,Santragachi,Pothole,Road Department,Medium,Open,Rajesh Kumar,,,22.69673,88.337546,Material Awaited
CMP0569,2026-05-03,East,Ward-25,Salt Lake,Garbage Overflow,Sanitation Department,Medium,Open,Pooja Sen,,,22.537891,88.480597,Material Awaited
CMP0570,2026-01-24,Central,Ward-11,Park Street,Sewer Problem,Sewer Department,Low,In Progress,Anil Shaw,,,22.621229,88.306538,Verified
CMP0571,2026-03-11,East,Ward-6,New Town,Illegal Dumping,Sanitation Department,Low,Resolved,Pooja Sen,2026-03-17,5.0,22.605925,88.493556,Repaired
CMP0572,2026-04-04,Central,Ward-8,Park Street,Park Maintenance,Parks Department,High,Resolved,Arjun Roy,2026-04-05,4.0,22.575787,88.409051,Material Awaited
CMP0573,2026-06-06,South,Ward-4,Tollygunge,Illegal Dumping,Sanitation Department,Medium,Open,Pooja Sen,,,22.689001,88.360137,Material Awaited
CMP0574,2026-04-23,East,Ward-5,Salt Lake,Road Damage,Road Department,Medium,In Progress,Suresh Roy,,,22.618745,88.264755,Inspection Pending
CMP0575,2026-02-17,North,Ward-2,Dum Dum,Water Leakage,Water Department,Medium,Open,Priya Sharma,,,22.501784,88.325616,Inspection Pending
CMP0576,2026-01-13,South,Ward-11,Garia,Pothole,Road Department,High,In Progress,Rajesh Kumar,,,22.673233,88.378642,Repaired
CMP0577,2026-02-28,West,Ward-4,Santragachi,Illegal Dumping,Sanitation Department,Medium,Open,Neha Gupta,,,22.657868,88.425856,Inspection Pending
CMP0578,2026-03-21,East,Ward-28,Salt Lake,Water Leakage,Water Department,High,Open,Priya Sharma,,,22.475623,88.275722,Pending
CMP0579,2026-04-28,North,Ward-24,Shyambazar,Park Maintenance,Parks Department,Medium,Resolved,Arjun Roy,2026-05-05,5.0,22.566569,88.493328,Inspection Pending
CMP0580,2026-08-02,North,Ward-11,Dum Dum,Pothole,Road Department,High,In Progress,Rajesh Kumar,,,22.609419,88.376563,Pending
CMP0581,2026-04-16,East,Ward-4,New Town,Street Light Fault,Electricity Department,Medium,Open,Amit Singh,,,22.693854,88.288974,Team Assigned
CMP0582,2026-05-18,North,Ward-10,Dum Dum,Pothole,Road Department,Medium,Open,Suresh Roy,,,22.593986,88.388711,Work Completed
CMP0583,2026-01-12,North,Ward-13,Shyambazar,Water Leakage,Water Department,High,Open,Priya Sharma,,,22.520391,88.295481,Material Awaited
CMP0584,2026-03-27,East,Ward-14,Salt Lake,Garbage Overflow,Sanitation Department,Low,In Progress,Neha Gupta,,,22.635562,88.405427,Material Awaited
CMP0585,2026-06-29,South,Ward-7,Garia,Street Light Fault,Electricity Department,Medium,In Progress,Karan Paul,,,22.618535,88.30731,Pending
CMP0586,2026-01-29,Central,Ward-7,Park Street,Water Leakage,Water Department,Low,In Progress,Rohit Das,,,22.692304,88.419048,Material Awaited
CMP0587,2026-05-31,Central,Ward-5,Park Street,Sewer Problem,Sewer Department,Low,Resolved,Anil Shaw,2026-06-08,5.0,22.636966,88.46955,Material Awaited
CMP0588,2026-02-23,West,Ward-27,Santragachi,Road Damage,Road Department,Medium,Open,Suresh Roy,,,22.588599,88.465456,Pending
CMP0589,2026-01-31,Central,Ward-13,Park Street,Park Maintenance,Parks Department,High,In Progress,Sonia Ghosh,,,22.515324,88.469986,Repaired
CMP0590,2026-01-31,West,Ward-14,Behala,Illegal Dumping,Sanitation Department,Low,Open,Neha Gupta,,,22.548543,88.357416,Material Awaited
CMP0591,2026-05-11,North,Ward-23,Shyambazar,Water Leakage,Water Department,Medium,In Progress,Rohit Das,,,22.675411,88.323032,Verified
CMP0592,2026-05-17,West,Ward-13,Behala,Pothole,Road Department,Medium,In Progress,Suresh Roy,,,22.519674,88.397529,Inspection Pending
CMP0593,2026-02-17,North,Ward-29,Dum Dum,Traffic Signal Fault,Traffic Department,Medium,Resolved,Deepak Bose,2026-02-20,4.0,22.664444,88.36126,Verified
CMP0594,2026-02-21,North,Ward-16,Dum Dum,Road Damage,Road Department,High,Resolved,Suresh Roy,2026-03-01,5.0,22.524557,88.330175,Verified
CMP0595,2026-05-18,West,Ward-25,Behala,Water Leakage,Water Department,Medium,In Progress,Rohit Das,,,22.647027,88.359685,Material Awaited
CMP0596,2026-02-26,West,Ward-23,Behala,Sewer Problem,Sewer Department,Low,Resolved,Anil Shaw,2026-03-05,4.0,22.671348,88.350227,Work Completed
CMP0597,2026-03-24,East,Ward-30,Salt Lake,Sewer Problem,Sewer Department,Medium,Open,Anil Shaw,,,22.52505,88.460508,Material Awaited
CMP0598,2026-01-17,North,Ward-24,Dum Dum,Drain Blockage,Sewer Department,Medium,In Progress,Anil Shaw,,,22.594856,88.268244,Work Completed
CMP0599,2026-04-26,West,Ward-15,Behala,Garbage Overflow,Sanitation Department,Medium,Resolved,Neha Gupta,2026-04-30,5.0,22.541127,88.257345,Team Assigned
CMP0600,2026-04-06,Central,Ward-6,Park Street,Pothole,Road Department,Medium,Resolved,Suresh Roy,2026-06-13,3.0,22.561238,88.331324,Verified
CMP0601,2026-11-04,East,Ward-18,Salt Lake,Street Light Fault,Electricity Department,High,In Progress,Karan Paul,,,22.696415,88.414069,Material Awaited
CMP0602,2026-02-17,Central,Ward-28,Esplanade,Sewer Problem,Sewer Department,Medium,Resolved,Anil Shaw,2026-02-22,5.0,22.654118,88.466412,Inspection Pending
CMP0603,2026-03-01,North,Ward-17,Shyambazar,Street Light Fault,Electricity Department,High,In Progress,Karan Paul,,,22.537595,88.289995,Repaired
CMP0604,2026-04-20,East,Ward-3,New Town,Sewer Problem,Sewer Department,Medium,Open,Anil Shaw,,,22.459101,88.321882,Pending
CMP0605,2026-05-31,North,Ward-26,Dum Dum,Park Maintenance,Parks Department,Medium,Open,Arjun Roy,,,22.583977,88.369451,Verified
CMP0606,2026-03-01,East,Ward-30,New Town,Street Light Fault,Electricity Department,Medium,Resolved,Karan Paul,2026-01-07,3.0,22.651226,88.357776,Pending
CMP0607,2026-02-28,North,Ward-4,Shyambazar,Pothole,Road Department,Low,In Progress,Rajesh Kumar,,,22.480735,88.385128,Team Assigned
CMP0608,2026-06-15,South,Ward-24,Tollygunge,Traffic Signal Fault,Traffic Department,High,Open,Deepak Bose,,,22.484961,88.3232,Inspection Pending
CMP0609,2026-01-30,East,Ward-2,Salt Lake,Traffic Signal Fault,Traffic Department,Low,Open,Deepak Bose,,,22.467675,88.369086,Team Assigned
CMP0610,2026-11-06,Central,Ward-13,Park Street,Drain Blockage,Sewer Department,Medium,In Progress,Anil Shaw,,,22.649168,88.43816,Verified
CMP0611,2026-02-24,East,Ward-26,Salt Lake,Pothole,Road Department,Low,Open,Suresh Roy,,,22.4795,88.391968,Work Completed
CMP0612,2026-02-05,Central,Ward-6,Park Street,Sewer Problem,Sewer Department,Medium,Open,Anil Shaw,,,22.554413,88.381234,Material Awaited
CMP0613,2026-01-13,East,Ward-22,Salt Lake,Sewer Problem,Sewer Department,Medium,Resolved,Anil Shaw,2026-01-20,4.0,22.670073,88.278864,Repaired
CMP0614,2026-05-06,Central,Ward-11,Park Street,Garbage Overflow,Sanitation Department,High,In Progress,Neha Gupta,,,22.548681,88.49688,Verified
CMP0615,2026-05-27,South,Ward-9,Tollygunge,Traffic Signal Fault,Traffic Department,High,Open,Deepak Bose,,,22.567933,88.279213,Inspection Pending
CMP0616,2026-01-14,South,Ward-17,Garia,Garbage Overflow,Sanitation Department,High,Resolved,Neha Gupta,2026-01-19,4.0,22.660906,88.250136,Team Assigned
CMP0617,2026-04-23,North,Ward-1,Shyambazar,Road Damage,Road Department,Low,In Progress,Suresh Roy,,,22.668012,88.346933,Material Awaited
CMP0618,2026-04-05,East,Ward-14,New Town,Traffic Signal Fault,Traffic Department,Low,In Progress,Deepak Bose,,,22.577523,88.472216,Pending
CMP0619,2026-05-20,West,Ward-23,Behala,Street Light Fault,Electricity Department,Medium,In Progress,Karan Paul,,,22.580324,88.434544,Repaired
CMP0620,2026-06-28,East,Ward-21,New Town,Water Leakage,Water Department,High,Resolved,Priya Sharma,2026-02-07,4.0,22.621013,88.406698,Verified
CMP0621,2026-05-08,West,Ward-24,Santragachi,Drain Blockage,Sewer Department,Low,Open,Anil Shaw,,,22.634261,88.29438,Material Awaited
CMP0622,2026-03-13,West,Ward-6,Santragachi,Road Damage,Road Department,Low,Open,Suresh Roy,,,22.46064,88.459078,Pending
CMP0623,2026-03-18,East,Ward-11,Salt Lake,Road Damage,Road Department,Low,In Progress,Rajesh Kumar,,,22.694254,88.451209,Pending
CMP0624,2026-06-04,East,Ward-20,New Town,Park Maintenance,Parks Department,Low,Resolved,Arjun Roy,2026-06-14,5.0,22.5529,88.423135,Verified
CMP0625,2026-02-07,West,Ward-4,Behala,Sewer Problem,Sewer Department,Low,Open,Anil Shaw,,,22.516179,88.289932,Material Awaited
CMP0626,2026-03-20,South,Ward-16,Garia,Road Damage,Road Department,Low,In Progress,Suresh Roy,,,22.464946,88.413882,Repaired
CMP0627,2026-04-01,West,Ward-26,Behala,Park Maintenance,Parks Department,High,Open,Arjun Roy,,,22.488283,88.433804,Material Awaited
CMP0628,2026-05-16,Central,Ward-13,Esplanade,Traffic Signal Fault,Traffic Department,Medium,Resolved,Rahul Sen,2026-05-23,5.0,22.548341,88.331993,Repaired
CMP0629,2026-06-24,South,Ward-28,Tollygunge,Traffic Signal Fault,Traffic Department,Medium,Open,Rahul Sen,,,22.694245,88.476869,Material Awaited
CMP0630,2026-02-19,North,Ward-8,Shyambazar,Illegal Dumping,Sanitation Department,Low,Open,Pooja Sen,,,22.695304,88.284195,Work Completed
CMP0631,2026-03-26,West,Ward-30,Santragachi,Traffic Signal Fault,Traffic Department,High,Resolved,Deepak Bose,2026-04-03,4.0,22.550627,88.275461,Material Awaited
CMP0632,2026-03-17,East,Ward-27,New Town,Traffic Signal Fault,Traffic Department,Medium,Open,Deepak Bose,,,22.649301,88.340165,Inspection Pending
CMP0633,2026-04-03,North,Ward-30,Dum Dum,Traffic Signal Fault,Traffic Department,Low,Resolved,Rahul Sen,2026-04-04,3.0,22.537094,88.336235,Material Awaited
CMP0634,2026-04-25,North,Ward-3,Dum Dum,Pothole,Road Department,High,In Progress,Suresh Roy,,,22.511626,88.415254,Material Awaited
CMP0635,2026-06-13,Central,Ward-22,Esplanade,Pothole,Road Department,Low,In Progress,Suresh Roy,,,22.548869,88.471094,Material Awaited
CMP0636,2026-02-08,South,Ward-25,Garia,Water Leakage,Water Department,High,In Progress,Rohit Das,,,22.667151,88.429832,Pending
CMP0637,2026-01-21,North,Ward-23,Dum Dum,Garbage Overflow,Sanitation Department,Medium,Resolved,Neha Gupta,2026-01-27,5.0,22.632071,88.323186,Work Completed
CMP0638,2026-03-11,North,Ward-9,Shyambazar,Water Leakage,Water Department,High,Resolved,Priya Sharma,2026-12-03,5.0,22.510021,88.306553,Team Assigned
CMP0639,2026-01-05,West,Ward-3,Behala,Street Light Fault,Electricity Department,Low,Resolved,Amit Singh,2026-05-09,3.0,22.482036,88.285743,Inspection Pending
CMP0640,2026-10-06,East,Ward-1,Salt Lake,Street Light Fault,Electricity Department,Low,In Progress,Amit Singh,,,22.461632,88.32744,Material Awaited
CMP0641,2026-03-03,West,Ward-30,Santragachi,Illegal Dumping,Sanitation Department,Low,Open,Neha Gupta,,,22.62161,88.411856,Material Awaited
CMP0642,2026-03-27,East,Ward-6,New Town,Illegal Dumping,Sanitation Department,High,Open,Pooja Sen,,,22.478019,88.266409,Inspection Pending
CMP0643,2026-03-15,West,Ward-28,Behala,Pothole,Road Department,High,In Progress,Suresh Roy,,,22.56505,88.467058,Verified
CMP0644,2026-04-14,West,Ward-26,Behala,Traffic Signal Fault,Traffic Department,Medium,Open,Rahul Sen,,,22.62701,88.471346,Inspection Pending
CMP0645,2026-04-05,South,Ward-6,Tollygunge,Illegal Dumping,Sanitation Department,High,In Progress,Neha Gupta,,,22.491445,88.353366,Verified
CMP0646,2026-02-21,South,Ward-5,Garia,Pothole,Road Department,High,Resolved,Rajesh Kumar,2026-02-23,5.0,22.644403,88.2602,Repaired
CMP0647,2026-03-17,East,Ward-7,New Town,Park Maintenance,Parks Department,Low,Resolved,Arjun Roy,2026-03-23,4.0,22.463341,88.340214,Work Completed
CMP0648,2026-01-08,South,Ward-3,Garia,Park Maintenance,Parks Department,Medium,In Progress,Arjun Roy,,,22.457647,88.457655,Pending
CMP0649,2026-01-20,South,Ward-17,Tollygunge,Traffic Signal Fault,Traffic Department,High,Resolved,Rahul Sen,2026-01-29,4.0,22.583751,88.375928,Verified
CMP0650,2026-04-10,West,Ward-12,Santragachi,Street Light Fault,Electricity Department,High,Open,Amit Singh,,,22.57152,88.449015,Work Completed
CMP0651,2026-06-16,South,Ward-21,Garia,Park Maintenance,Parks Department,Medium,In Progress,Sonia Ghosh,,,22.490953,88.396361,No Remarks
CMP0652,2026-02-13,South,Ward-29,Tollygunge,Sewer Problem,Sewer Department,Medium,In Progress,Anil Shaw,,,22.569945,88.29583,Inspection Pending
CMP0653,2026-04-12,Central,Ward-14,Esplanade,Drain Blockage,Sewer Department,Low,In Progress,Anil Shaw,,,22.662916,88.284367,Repaired
CMP0654,2026-02-25,Central,Ward-23,Park Street,Garbage Overflow,Sanitation Department,High,Resolved,Neha Gupta,2026-03-03,3.0,22.513954,88.398129,Verified
CMP0655,2026-05-25,West,Ward-25,Behala,Street Light Fault,Electricity Department,Low,Resolved,Amit Singh,2026-06-02,4.0,22.528631,88.378634,Work Completed
CMP0656,2026-02-04,West,Ward-28,Behala,Street Light Fault,Electricity Department,High,In Progress,Karan Paul,,,22.549166,88.319838,Work Completed
CMP0657,2026-03-20,North,Ward-7,Shyambazar,Traffic Signal Fault,Traffic Department,Medium,In Progress,Rahul Sen,,,22.548704,88.253803,Pending
CMP0658,2026-08-02,North,Ward-22,Shyambazar,Pothole,Road Department,High,Resolved,Rajesh Kumar,2026-02-10,5.0,22.511028,88.31117,Team Assigned
CMP0659,2026-03-31,East,Ward-19,Salt Lake,Road Damage,Road Department,High,Resolved,Rajesh Kumar,2026-04-03,5.0,22.591201,88.465384,Material Awaited
CMP0660,2026-03-19,West,Ward-23,Santragachi,Water Leakage,Water Department,Medium,Resolved,Priya Sharma,2026-03-22,5.0,22.668767,88.261033,Repaired
CMP0661,2026-02-05,Central,Ward-24,Park Street,Sewer Problem,Sewer Department,Medium,In Progress,Anil Shaw,,,22.662109,88.350813,Material Awaited
CMP0662,2026-06-20,South,Ward-8,Tollygunge,Traffic Signal Fault,Traffic Department,Low,Resolved,Deepak Bose,2026-06-22,5.0,22.614926,88.480129,Team Assigned
CMP0663,2026-06-26,West,Ward-23,Santragachi,Sewer Problem,Sewer Department,Medium,Resolved,Anil Shaw,2026-06-29,5.0,22.688164,88.45769,Material Awaited
CMP0664,2026-03-21,North,Ward-9,Shyambazar,Drain Blockage,Sewer Department,High,Open,Vikram Das,,,22.599846,88.387552,Inspection Pending
CMP0665,2026-03-17,West,Ward-9,Behala,Drain Blockage,Sewer Department,Low,Resolved,Anil Shaw,2026-03-19,3.0,22.596532,88.486256,Pending
CMP0666,2026-06-07,West,Ward-22,Santragachi,Pothole,Road Department,Medium,Resolved,Rajesh Kumar,2026-06-09,5.0,22.537477,88.307728,Repaired
CMP0667,2026-06-22,South,Ward-7,Tollygunge,Garbage Overflow,Sanitation Department,High,Open,Pooja Sen,,,22.593161,88.416971,Pending
CMP0668,2026-06-03,North,Ward-15,Dum Dum,Illegal Dumping,Sanitation Department,High,Open,Pooja Sen,,,22.536168,88.416729,Pending
CMP0669,2026-06-13,West,Ward-10,Santragachi,Garbage Overflow,Sanitation Department,High,Resolved,Pooja Sen,2026-06-15,4.0,22.671179,88.484768,Material Awaited
CMP0670,2026-04-11,Central,Ward-6,Esplanade,Illegal Dumping,Sanitation Department,High,Resolved,Neha Gupta,2026-04-15,3.0,22.685767,88.449177,Pending
CMP0671,2026-07-01,Central,Ward-30,Park Street,Water Leakage,Water Department,Low,Open,Rohit Das,,,22.4799,88.438511,Inspection Pending
CMP0672,2026-03-03,North,Ward-15,Shyambazar,Drain Blockage,Sewer Department,High,Resolved,Vikram Das,2026-08-03,5.0,22.529694,88.425004,Repaired
CMP0673,2026-03-19,South,Ward-1,Garia,Illegal Dumping,Sanitation Department,Low,Open,Pooja Sen,,,22.636265,88.359719,Team Assigned
CMP0674,2026-05-08,North,Ward-18,Shyambazar,Street Light Fault,Electricity Department,Medium,In Progress,Karan Paul,,,22.556204,88.49,Repaired
CMP0675,2026-08-02,North,Ward-17,Shyambazar,Garbage Overflow,Sanitation Department,Medium,Open,Pooja Sen,,,22.51783,88.357143,Repaired
CMP0676,2026-03-11,West,Ward-22,Santragachi,Garbage Overflow,Sanitation Department,Medium,Resolved,Pooja Sen,2026-03-12,3.0,22.494088,88.467969,Repaired
CMP0677,2026-05-12,Central,Ward-18,Esplanade,Road Damage,Road Department,Low,Resolved,Suresh Roy,2026-05-19,5.0,22.612597,88.391718,Pending
CMP0678,2026-06-17,Central,Ward-15,Esplanade,Pothole,Road Department,High,Open,Rajesh Kumar,,,22.621726,88.428983,Repaired
CMP0679,2026-05-02,South,Ward-3,Tollygunge,Illegal Dumping,Sanitation Department,Low,Open,Neha Gupta,,,22.55181,88.445248,Work Completed
CMP0680,2026-05-07,South,Ward-2,Garia,Water Leakage,Water Department,Medium,Open,Rohit Das,,,22.578725,88.382402,Verified
CMP0681,2026-01-30,West,Ward-3,Behala,Street Light Fault,Electricity Department,High,In Progress,Amit Singh,,,22.68498,88.346091,Material Awaited
CMP0682,2026-05-28,South,Ward-20,Garia,Illegal Dumping,Sanitation Department,Medium,Resolved,Pooja Sen,2026-07-06,5.0,22.524791,88.418615,Pending
CMP0683,2026-05-03,West,Ward-23,Santragachi,Water Leakage,Water Department,Medium,Open,Priya Sharma,,,22.581099,88.449412,Inspection Pending
CMP0684,2026-02-05,East,Ward-14,Salt Lake,Traffic Signal Fault,Traffic Department,Low,Open,Deepak Bose,,,22.467134,88.376669,Material Awaited
CMP0685,2026-07-02,West,Ward-22,Behala,Garbage Overflow,Sanitation Department,Low,Resolved,Pooja Sen,2026-12-02,3.0,22.654673,88.281514,Verified
CMP0686,2026-06-21,East,Ward-18,New Town,Water Leakage,Water Department,Low,Resolved,Rohit Das,2026-06-29,5.0,22.530851,88.333702,Material Awaited
CMP0687,2026-05-27,East,Ward-3,New Town,Garbage Overflow,Sanitation Department,High,Resolved,Neha Gupta,2026-05-06,3.0,22.513185,88.319901,Repaired
CMP0688,2026-02-20,West,Ward-6,Santragachi,Water Leakage,Water Department,High,Open,Rohit Das,,,22.472614,88.288392,Work Completed
CMP0689,2026-04-08,North,Ward-9,Dum Dum,Illegal Dumping,Sanitation Department,Medium,In Progress,Pooja Sen,,,22.560106,88.273028,Material Awaited
CMP0690,2026-06-25,South,Ward-30,Garia,Road Damage,Road Department,Medium,Open,Rajesh Kumar,,,22.697095,88.376748,Inspection Pending
CMP0691,2026-03-15,East,Ward-11,New Town,Traffic Signal Fault,Traffic Department,Low,In Progress,Rahul Sen,,,22.48531,88.428973,Work Completed
CMP0692,2026-03-27,East,Ward-8,Salt Lake,Sewer Problem,Sewer Department,Medium,In Progress,Anil Shaw,,,22.616065,88.322636,Work Completed
CMP0693,2026-02-17,South,Ward-24,Garia,Park Maintenance,Parks Department,Medium,Resolved,Arjun Roy,2026-02-20,4.0,22.678303,88.345443,Work Completed
CMP0694,2026-01-12,Central,Ward-9,Esplanade,Street Light Fault,Electricity Department,Medium,In Progress,Amit Singh,,,22.5185,88.466185,Material Awaited
CMP0695,2026-09-03,South,Ward-12,Garia,Street Light Fault,Electricity Department,Medium,In Progress,Amit Singh,,,22.618368,88.303828,Work Completed
CMP0696,2026-04-18,North,Ward-21,Dum Dum,Garbage Overflow,Sanitation Department,High,In Progress,Neha Gupta,,,22.489892,88.457268,Verified
CMP0697,2026-02-25,Central,Ward-3,Esplanade,Illegal Dumping,Sanitation Department,Low,Open,Pooja Sen,,,22.621916,88.447348,Work Completed
CMP0698,2026-02-13,North,Ward-9,Dum Dum,Water Leakage,Water Department,High,Resolved,Rohit Das,2026-02-18,3.0,22.580625,88.424,Pending
CMP0699,2026-04-23,Central,Ward-18,Park Street,Illegal Dumping,Sanitation Department,High,Resolved,Pooja Sen,2026-04-26,3.0,22.495525,88.327735,Team Assigned
CMP0700,2026-06-29,West,Ward-9,Santragachi,Street Light Fault,Electricity Department,Low,Resolved,Karan Paul,2026-06-07,5.0,22.511712,88.433903,Inspection Pending
CMP0701,2026-01-21,West,Ward-30,Behala,Drain Blockage,Sewer Department,Medium,Open,Anil Shaw,,,22.566311,88.331665,Team Assigned
CMP0702,2026-10-02,South,Ward-1,Tollygunge,Pothole,Road Department,Medium,Open,Rajesh Kumar,,,22.527239,88.288587,Pending
CMP0703,2026-03-03,North,Ward-10,Shyambazar,Road Damage,Road Department,Medium,Resolved,Suresh Roy,2026-03-06,5.0,22.696404,88.458945,Material Awaited
CMP0704,2026-02-17,East,Ward-26,New Town,Sewer Problem,Sewer Department,Low,Open,Vikram Das,,,22.613923,88.337567,Repaired
CMP0705,2026-04-17,East,Ward-13,New Town,Traffic Signal Fault,Traffic Department,High,Resolved,Rahul Sen,2026-04-21,4.0,22.622407,88.47571,Pending
CMP0706,2026-01-31,North,Ward-11,Dum Dum,Pothole,Road Department,Low,Open,Rajesh Kumar,,,22.497883,88.355389,Verified
CMP0707,2026-01-13,East,Ward-3,Salt Lake,Drain Blockage,Sewer Department,High,In Progress,Anil Shaw,,,22.661194,88.485942,Pending
CMP0708,2026-05-15,West,Ward-12,Santragachi,Drain Blockage,Sewer Department,Low,In Progress,Vikram Das,,,22.501684,88.373634,Team Assigned
CMP0709,2026-04-14,Central,Ward-26,Park Street,Traffic Signal Fault,Traffic Department,High,Resolved,Deepak Bose,2026-04-21,4.0,22.614945,88.250578,Team Assigned
CMP0710,2026-02-13,North,Ward-16,Dum Dum,Water Leakage,Water Department,Low,In Progress,Priya Sharma,,,22.552345,88.366358,Team Assigned
CMP0711,2026-01-10,South,Ward-2,Tollygunge,Garbage Overflow,Sanitation Department,High,Open,Pooja Sen,,,22.554728,88.468887,Team Assigned
CMP0712,2026-05-14,South,Ward-27,Tollygunge,Illegal Dumping,Sanitation Department,High,In Progress,Pooja Sen,,,22.529363,88.302741,Work Completed
CMP0713,2026-01-03,West,Ward-4,Behala,Pothole,Road Department,High,In Progress,Suresh Roy,,,22.468049,88.369322,Repaired
CMP0714,2026-03-09,South,Ward-6,Tollygunge,Drain Blockage,Sewer Department,High,Resolved,Anil Shaw,2026-03-18,5.0,22.635771,88.261538,Material Awaited
CMP0715,2026-05-19,East,Ward-11,Salt Lake,Water Leakage,Water Department,High,Resolved,Priya Sharma,2026-05-23,4.0,22.469472,88.392936,Verified
CMP0716,2026-06-17,West,Ward-23,Santragachi,Water Leakage,Water Department,High,Open,Priya Sharma,,,22.687543,88.362345,Work Completed
