Complaint_ID,Complaint_Date,District,Ward,Area,Issue_Type,Department,Priority,Status,Assigned_Officer,Resolution_Date,Citizen_Rating,Latitude,Longitude,Remarks,Month,Month_Num,Year,Weekday,Is_Weekend,Quarter,Day_of_Month,Resolution_Time_Days,Resolution_Category,SLA_Status,SLA_Breached_Flag,Complaint_Age_Days,Is_Resolved,Complaint_Severity_Score,Officer_Workload_Count,Area_Complaint_Density,Civic_Priority_Index
CMP0766,2026-04-24,North,Ward-21,Dum Dum,Street Light Fault,Electricity Department,High,Open,Karan Paul,,,22.643523,88.301405,Material Awaited,April,4,2026,Friday,0,Q2,24,,Pending,Pending,,226,No,3,59,100,35.9
CMP0767,2026-06-22,South,Ward-19,Garia,Illegal Dumping,Sanitation Department,High,In Progress,Neha Gupta,,,22.60251,88.277614,Work Completed,June,6,2026,Monday,0,Q2,22,,Pending,Pending,,167,No,3,121,98,42.1
CMP0768,2026-04-05,North,Ward-28,Shyambazar,Road Damage,Road Department,High,In Progress,Suresh Roy,,,22.649031,88.346498,Repaired,April,4,2026,Sunday,1,Q2,5,,Pending,Pending,,245,No,3,87,108,38.7
CMP0769,2026-03-01,Central,Ward-7,Esplanade,Illegal Dumping,Sanitation Department,High,Open,Neha Gupta,,,22.50956,88.29152,Verified,March,3,2026,Sunday,1,Q1,1,,Pending,Pending,,280,No,3,121,87,42.1
CMP0770,2026-02-22,North,Ward-1,Shyambazar,Water Leakage,Water Department,Low,In Progress,Rohit Das,,,22.513488,88.443317,Verified,February,2,2026,Sunday,1,Q1,22,,Pending,Pending,,287,No,1,46,108,14.6
CMP0771,2026-01-08,East,Ward-5,New Town,Traffic Signal Fault,Traffic Department,High,Resolved,Deepak Bose,2026-01-10,5.0,22.541813,88.37076,Inspection Pending,January,1,2026,Thursday,0,Q1,8,2.0,Fast,Within SLA,0.0,332,Yes,3,50,113,35.0
CMP0772,2026-04-01,Central,Ward-2,Esplanade,Pothole,Road Department,High,In Progress,Rajesh Kumar,,,22.549207,88.431101,Verified,April,4,2026,Wednesday,0,Q2,1,,Pending,Pending,,249,No,3,103,87,40.3
CMP0773,2026-03-06,East,Ward-28,New Town,Road Damage,Road Department,High,Resolved,Rajesh Kumar,2026-03-15,5.0,22.593866,88.295822,Verified,March,3,2026,Friday,0,Q1,6,9.0,Slow,SLA Breached,1.0,275,Yes,3,103,113,40.3
CMP0774,2026-12-06,South,Ward-10,Tollygunge,Park Maintenance,Parks Department,Medium,Open,Arjun Roy,,,22.612872,88.288735,Material Awaited,December,12,2026,Sunday,1,Q4,6,,Pending,Pending,,0,No,2,45,109,24.5
CMP0775,2026-06-05,East,Ward-18,New Town,Pothole,Road Department,High,Resolved,Suresh Roy,2026-06-12,4.0,22.672288,88.427127,Work Completed,June,6,2026,Friday,0,Q2,5,7.0,Medium,SLA Breached,1.0,184,Yes,3,87,113,38.7
CMP0776,2026-05-22,West,Ward-10,Behala,Drain Blockage,Sewer Department,Low,Open,Anil Shaw,,,22.625329,88.428267,Verified,May,5,2026,Friday,0,Q2,22,,Pending,Pending,,198,No,1,112,121,21.2
CMP0777,2026-05-24,South,Ward-2,Tollygunge,Park Maintenance,Parks Department,Medium,Open,Arjun Roy,,,22.620177,88.357495,Team Assigned,May,5,2026,Sunday,1,Q2,24,,Pending,Pending,,196,No,2,45,109,24.5
CMP0778,2026-08-05,North,Ward-18,Dum Dum,Road Damage,Road Department,Low,In Progress,Suresh Roy,,,22.555452,88.387599,Repaired,August,8,2026,Wednesday,0,Q3,5,,Pending,Pending,,123,No,1,87,100,18.7
CMP0779,2026-02-01,Central,Ward-17,Park Street,Garbage Overflow,Sanitation Department,Low,Resolved,Neha Gupta,2026-01-03,3.0,22.63797,88.460288,Material Awaited,February,2,2026,Sunday,1,Q1,1,,Pending,Pending,,308,Yes,1,121,84,22.1
CMP0780,2026-05-13,West,Ward-21,Santragachi,Water Leakage,Water Department,Low,In Progress,Priya Sharma,,,22.477171,88.386843,Verified,May,5,2026,Wednesday,0,Q2,13,,Pending,Pending,,207,No,1,44,83,14.4
CMP0781,2026-05-26,Central,Ward-16,Park Street,Drain Blockage,Sewer Department,Medium,In Progress,Anil Shaw,,,22.604655,88.344653,Material Awaited,May,5,2026,Tuesday,0,Q2,26,,Pending,Pending,,194,No,2,112,84,31.2
CMP0782,2026-05-14,West,Ward-28,Santragachi,Traffic Signal Fault,Traffic Department,High,Resolved,Rahul Sen,2026-05-19,5.0,22.484354,88.290373,Pending,May,5,2026,Thursday,0,Q2,14,5.0,Medium,SLA Breached,1.0,206,Yes,3,58,83,35.8
CMP0783,2026-05-23,Central,Ward-5,Esplanade,Pothole,Road Department,Low,In Progress,Rajesh Kumar,,,22.502641,88.389045,Material Awaited,May,5,2026,Saturday,1,Q2,23,,Pending,Pending,,197,No,1,103,87,20.3
CMP0784,2026-06-16,East,Ward-4,Salt Lake,Traffic Signal Fault,Traffic Department,Low,Resolved,Deepak Bose,2026-06-23,3.0,22.610734,88.435982,Work Completed,June,6,2026,Tuesday,0,Q2,16,7.0,Medium,SLA Breached,1.0,173,Yes,1,50,97,15.0
CMP0785,2026-02-28,West,Ward-16,Santragachi,Water Leakage,Water Department,Medium,In Progress,Rohit Das,,,22.676537,88.440018,Material Awaited,February,2,2026,Saturday,1,Q1,28,,Pending,Pending,,281,No,2,46,83,24.6
CMP0786,2026-06-24,Central,Ward-8,Esplanade,Drain Blockage,Sewer Department,High,Resolved,Vikram Das,2026-06-26,4.0,22.529861,88.270562,Verified,June,6,2026,Wednesday,0,Q2,24,2.0,Fast,Within SLA,0.0,165,Yes,3,82,87,38.2
CMP0787,2026-03-15,North,Ward-2,Shyambazar,Sewer Problem,Sewer Department,Medium,In Progress,Anil Shaw,,,22.529901,88.428307,Inspection Pending,March,3,2026,Sunday,1,Q1,15,,Pending,Pending,,266,No,2,112,108,31.2
CMP0788,2026-02-03,North,Ward-18,Shyambazar,Traffic Signal Fault,Traffic Department,Low,Open,Rahul Sen,,,22.65281,88.258234,Verified,February,2,2026,Tuesday,0,Q1,3,,Pending,Pending,,306,No,1,58,108,15.8
CMP0789,2026-04-13,South,Ward-13,Garia,Traffic Signal Fault,Traffic Department,High,Open,Deepak Bose,,,22.646987,88.36407,Inspection Pending,April,4,2026,Monday,0,Q2,13,,Pending,Pending,,237,No,3,50,98,35.0
CMP0790,2026-07-06,North,Ward-24,Dum Dum,Street Light Fault,Electricity Department,Medium,In Progress,Amit Singh,,,22.690972,88.343531,Verified,July,7,2026,Monday,0,Q3,6,,Pending,Pending,,153,No,2,44,100,24.4
CMP0791,2026-06-22,Central,Ward-24,Esplanade,Illegal Dumping,Sanitation Department,Low,In Progress,Neha Gupta,,,22.68166,88.400325,Verified,June,6,2026,Monday,0,Q2,22,,Pending,Pending,,167,No,1,121,87,22.1
CMP0792,2026-12-01,Central,Ward-11,Park Street,Drain Blockage,Sewer Department,High,Open,Anil Shaw,,,22.67726,88.390354,Verified,December,12,2026,Tuesday,0,Q4,1,,Pending,Pending,,5,No,3,112,84,41.2
CMP0793,2026-03-13,Central,Ward-18,Park Street,Street Light Fault,Electricity Department,Low,Resolved,Karan Paul,2026-03-20,5.0,22.452664,88.499328,Team Assigned,March,3,2026,Friday,0,Q1,13,7.0,Medium,SLA Breached,1.0,268,Yes,1,59,84,15.9
CMP0794,2026-02-09,West,Ward-4,Santragachi,Road Damage,Road Department,High,In Progress,Suresh Roy,,,22.474858,88.287043,Inspection Pending,February,2,2026,Monday,0,Q1,9,,Pending,Pending,,300,No,3,87,83,38.7
CMP0795,2026-06-19,West,Ward-7,Behala,Illegal Dumping,Sanitation Department,Low,In Progress,Pooja Sen,,,22.56315,88.412094,Work Completed,June,6,2026,Friday,0,Q2,19,,Pending,Pending,,170,No,1,106,121,20.6
CMP0796,2026-04-10,North,Ward-29,Shyambazar,Water Leakage,Water Department,Low,Resolved,Priya Sharma,2026-04-17,5.0,22.48213,88.483869,Work Completed,April,4,2026,Friday,0,Q2,10,7.0,Medium,SLA Breached,1.0,240,Yes,1,44,108,14.4
CMP0797,2026-02-01,East,Ward-11,Salt Lake,Water Leakage,Water Department,Low,Resolved,Rohit Das,2026-02-04,4.0,22.693903,88.260812,Repaired,February,2,2026,Sunday,1,Q1,1,3.0,Fast,Within SLA,0.0,308,Yes,1,46,97,14.6
CMP0798,2026-06-11,West,Ward-6,Behala,Traffic Signal Fault,Traffic Department,High,Open,Deepak Bose,,,22.493202,88.345737,Team Assigned,June,6,2026,Thursday,0,Q2,11,,Pending,Pending,,178,No,3,50,121,35.0
CMP0799,2026-03-08,East,Ward-15,Salt Lake,Park Maintenance,Parks Department,High,Resolved,Sonia Ghosh,2026-03-17,3.0,22.601474,88.485516,Team Assigned,March,3,2026,Sunday,1,Q1,8,9.0,Slow,SLA Breached,1.0,273,Yes,3,43,97,34.3
CMP0800,2026-04-03,Central,Ward-29,Esplanade,Road Damage,Road Department,High,Resolved,Suresh Roy,2026-04-04,4.0,22.555823,88.438549,Inspection Pending,April,4,2026,Friday,0,Q2,3,1.0,Fast,Within SLA,0.0,247,Yes,3,87,87,38.7
CMP0801,2026-04-28,East,Ward-7,Salt Lake,Street Light Fault,Electricity Department,Medium,Resolved,Karan Paul,2026-05-08,3.0,22.573684,88.475163,Work Completed,April,4,2026,Tuesday,0,Q2,28,10.0,Slow,SLA Breached,1.0,222,Yes,2,59,97,25.9
CMP0802,2026-01-02,South,Ward-21,Tollygunge,Park Maintenance,Parks Department,Low,Resolved,Sonia Ghosh,2026-02-09,4.0,22.458181,88.482532,Pending,January,1,2026,Friday,0,Q1,2,38.0,Slow,SLA Breached,1.0,338,Yes,1,43,109,14.3
CMP0803,2026-03-05,North,Ward-3,Dum Dum,Garbage Overflow,Sanitation Department,Medium,Resolved,Neha Gupta,2026-05-09,5.0,22.547544,88.422438,Material Awaited,March,3,2026,Thursday,0,Q1,5,65.0,Slow,SLA Breached,1.0,276,Yes,2,121,100,32.1
CMP0804,2026-02-05,East,Ward-7,New Town,Road Damage,Road Department,High,In Progress,Rajesh Kumar,,,22.585686,88.309288,Work Completed,February,2,2026,Thursday,0,Q1,5,,Pending,Pending,,304,No,3,103,113,40.3
CMP0805,2026-06-24,Central,Ward-6,Esplanade,Sewer Problem,Sewer Department,Medium,Resolved,Anil Shaw,2026-07-04,3.0,22.546993,88.312526,Verified,June,6,2026,Wednesday,0,Q2,24,10.0,Slow,SLA Breached,1.0,165,Yes,2,112,87,31.2
CMP0806,2026-06-23,West,Ward-19,Behala,Drain Blockage,Sewer Department,High,In Progress,Anil Shaw,,,22.687314,88.302567,Work Completed,June,6,2026,Tuesday,0,Q2,23,,Pending,Pending,,166,No,3,112,121,41.2
CMP0807,2026-02-09,North,Ward-30,Dum Dum,Sewer Problem,Sewer Department,Low,In Progress,Vikram Das,,,22.572902,88.357837,Material Awaited,February,2,2026,Monday,0,Q1,9,,Pending,Pending,,300,No,1,82,100,18.2
CMP0808,2026-01-05,Central,Ward-25,Park Street,Drain Blockage,Sewer Department,High,Open,Anil Shaw,,,22.644831,88.271085,Verified,January,1,2026,Monday,0,Q1,5,,Pending,Pending,,335,No,3,112,84,41.2
CMP0809,2026-04-20,West,Ward-12,Santragachi,Street Light Fault,Electricity Department,Low,Open,Amit Singh,,,22.650157,88.404879,Material Awaited,April,4,2026,Monday,0,Q2,20,,Pending,Pending,,230,No,1,44,83,14.4
CMP0810,2026-02-01,South,Ward-15,Tollygunge,Traffic Signal Fault,Traffic Department,High,Resolved,Deepak Bose,2026-02-04,3.0,22.544804,88.294896,Work Completed,February,2,2026,Sunday,1,Q1,1,3.0,Fast,Within SLA,0.0,308,Yes,3,50,109,35.0
CMP0811,2026-03-21,North,Ward-14,Shyambazar,Pothole,Road Department,Low,Open,Rajesh Kumar,,,22.462672,88.26348,Inspection Pending,March,3,2026,Saturday,1,Q1,21,,Pending,Pending,,260,No,1,103,108,20.3
CMP0812,2026-06-19,East,Ward-8,New Town,Traffic Signal Fault,Traffic Department,High,Open,Rahul Sen,,,22.689667,88.491289,Team Assigned,June,6,2026,Friday,0,Q2,19,,Pending,Pending,,170,No,3,58,113,35.8
CMP0813,2026-05-26,South,Ward-24,Tollygunge,Illegal Dumping,Sanitation Department,Low,Open,Pooja Sen,,,22.651473,88.438633,Inspection Pending,May,5,2026,Tuesday,0,Q2,26,,Pending,Pending,,194,No,1,106,109,20.6
CMP0814,2026-02-09,West,Ward-17,Santragachi,Park Maintenance,Parks Department,Medium,Resolved,Sonia Ghosh,2026-02-10,5.0,22.693571,88.431608,Team Assigned,February,2,2026,Monday,0,Q1,9,1.0,Fast,Within SLA,0.0,300,Yes,2,43,83,24.3
CMP0815,2026-05-08,West,Ward-18,Santragachi,Road Damage,Road Department,Medium,Resolved,Rajesh Kumar,2026-05-11,3.0,22.458978,88.399625,Pending,May,5,2026,Friday,0,Q2,8,3.0,Fast,Within SLA,0.0,212,Yes,2,103,83,30.3
CMP0816,2026-07-01,West,Ward-6,Behala,Road Damage,Road Department,Medium,Open,Rajesh Kumar,,,22.461894,88.325763,Work Completed,July,7,2026,Wednesday,0,Q3,1,,Pending,Pending,,158,No,2,103,121,30.3
CMP0817,2026-04-15,South,Ward-16,Garia,Drain Blockage,Sewer Department,High,Open,Vikram Das,,,22.67664,88.325504,Team Assigned,April,4,2026,Wednesday,0,Q2,15,,Pending,Pending,,235,No,3,82,98,38.2
CMP0818,2026-03-04,North,Ward-1,Dum Dum,Sewer Problem,Sewer Department,High,Resolved,Anil Shaw,2026-03-13,5.0,22.535387,88.298268,Material Awaited,March,3,2026,Wednesday,0,Q1,4,9.0,Slow,SLA Breached,1.0,277,Yes,3,112,100,41.2
CMP0819,2026-03-24,West,Ward-21,Santragachi,Sewer Problem,Sewer Department,Low,Open,Vikram Das,,,22.570014,88.484872,Repaired,March,3,2026,Tuesday,0,Q1,24,,Pending,Pending,,257,No,1,82,83,18.2
CMP0820,2026-12-04,East,Ward-24,Salt Lake,Park Maintenance,Parks Department,Medium,Resolved,Sonia Ghosh,2026-04-13,4.0,22.483817,88.40239,Material Awaited,December,12,2026,Friday,0,Q4,4,,Pending,Pending,,2,Yes,2,43,97,24.3
CMP0821,2026-01-19,North,Ward-4,Shyambazar,Garbage Overflow,Sanitation Department,Medium,In Progress,Pooja Sen,,,22.662225,88.434529,Material Awaited,January,1,2026,Monday,0,Q1,19,,Pending,Pending,,321,No,2,106,108,30.6
CMP0822,2026-05-25,North,Ward-1,Dum Dum,Garbage Overflow,Sanitation Department,High,Open,Neha Gupta,,,22.491597,88.441757,Work Completed,May,5,2026,Monday,0,Q2,25,,Pending,Pending,,195,No,3,121,100,42.1
CMP0823,2026-10-06,South,Ward-28,Tollygunge,Street Light Fault,Electricity Department,Medium,In Progress,Karan Paul,,,22.548405,88.269477,Pending,October,10,2026,Tuesday,0,Q4,6,,Pending,Pending,,61,No,2,59,109,25.9
CMP0824,2026-01-17,South,Ward-2,Garia,Drain Blockage,Sewer Department,Medium,Open,Anil Shaw,,,22.465425,88.441483,Work Completed,January,1,2026,Saturday,1,Q1,17,,Pending,Pending,,323,No,2,112,98,31.2
CMP0825,2026-01-13,East,Ward-21,Salt Lake,Garbage Overflow,Sanitation Department,Medium,Open,Neha Gupta,,,22.522898,88.301861,Inspection Pending,January,1,2026,Tuesday,0,Q1,13,,Pending,Pending,,327,No,2,121,97,32.1
CMP0826,2026-04-12,East,Ward-13,Salt Lake,Drain Blockage,Sewer Department,Medium,Open,Vikram Das,,,22.620647,88.358419,Pending,April,4,2026,Sunday,1,Q2,12,,Pending,Pending,,238,No,2,82,97,28.2
CMP0827,2026-01-02,North,Ward-6,Shyambazar,Road Damage,Road Department,Low,Resolved,Suresh Roy,2026-02-06,3.0,22.61124,88.484761,Material Awaited,January,1,2026,Friday,0,Q1,2,35.0,Slow,SLA Breached,1.0,338,Yes,1,87,108,18.7
CMP0828,2026-06-28,East,Ward-1,New Town,Drain Blockage,Sewer Department,High,In Progress,Anil Shaw,,,22.559031,88.333637,Verified,June,6,2026,Sunday,1,Q2,28,,Pending,Pending,,161,No,3,112,113,41.2
CMP0829,2026-03-22,East,Ward-29,Salt Lake,Street Light Fault,Electricity Department,Low,In Progress,Karan Paul,,,22.477246,88.332375,Work Completed,March,3,2026,Sunday,1,Q1,22,,Pending,Pending,,259,No,1,59,97,15.9
CMP0830,2026-03-19,West,Ward-10,Santragachi,Sewer Problem,Sewer Department,High,Resolved,Anil Shaw,2026-03-20,4.0,22.473919,88.292561,Team Assigned,March,3,2026,Thursday,0,Q1,19,1.0,Fast,Within SLA,0.0,262,Yes,3,112,83,41.2
CMP0831,2026-04-02,South,Ward-27,Garia,Traffic Signal Fault,Traffic Department,Low,Open,Deepak Bose,,,22.610024,88.354346,Inspection Pending,April,4,2026,Thursday,0,Q2,2,,Pending,Pending,,248,No,1,50,98,15.0
CMP0832,2026-01-03,North,Ward-8,Dum Dum,Pothole,Road Department,Low,Resolved,Rajesh Kumar,2026-01-11,3.0,22.568772,88.371502,Inspection Pending,January,1,2026,Saturday,1,Q1,3,8.0,Slow,SLA Breached,1.0,337,Yes,1,103,100,20.3
CMP0833,2026-06-20,East,Ward-17,Salt Lake,Garbage Overflow,Sanitation Department,Low,Open,Neha Gupta,,,22.623743,88.372897,Team Assigned,June,6,2026,Saturday,1,Q2,20,,Pending,Pending,,169,No,1,121,97,22.1
CMP0834,2026-06-14,East,Ward-6,New Town,Road Damage,Road Department,Medium,In Progress,Suresh Roy,,,22.504829,88.329539,Repaired,June,6,2026,Sunday,1,Q2,14,,Pending,Pending,,175,No,2,87,113,28.7
CMP0835,2026-02-27,West,Ward-11,Behala,Pothole,Road Department,High,Resolved,Suresh Roy,2026-02-28,5.0,22.515878,88.274677,Verified,February,2,2026,Friday,0,Q1,27,1.0,Fast,Within SLA,0.0,282,Yes,3,87,121,38.7
CMP0836,2026-08-06,South,Ward-12,Garia,Garbage Overflow,Sanitation Department,Low,Open,Pooja Sen,,,22.549939,88.359218,Pending,August,8,2026,Thursday,0,Q3,6,,Pending,Pending,,122,No,1,106,98,20.6
CMP0837,2026-01-07,North,Ward-16,Dum Dum,Sewer Problem,Sewer Department,High,Resolved,Vikram Das,2026-01-14,5.0,22.668194,88.3686,Repaired,January,1,2026,Wednesday,0,Q1,7,7.0,Medium,SLA Breached,1.0,333,Yes,3,82,100,38.2
CMP0838,2026-05-28,North,Ward-27,Shyambazar,Illegal Dumping,Sanitation Department,High,In Progress,Neha Gupta,,,22.516332,88.416011,Team Assigned,May,5,2026,Thursday,0,Q2,28,,Pending,Pending,,192,No,3,121,108,42.1
CMP0839,2026-05-15,West,Ward-30,Behala,Road Damage,Road Department,High,Open,Suresh Roy,,,22.687543,88.485458,Repaired,May,5,2026,Friday,0,Q2,15,,Pending,Pending,,205,No,3,87,121,38.7
CMP0840,2026-01-29,Central,Ward-2,Park Street,Park Maintenance,Parks Department,Low,Resolved,Sonia Ghosh,2026-02-07,3.0,22.561621,88.469842,Inspection Pending,January,1,2026,Thursday,0,Q1,29,9.0,Slow,SLA Breached,1.0,311,Yes,1,43,84,14.3
CMP0841,2026-03-22,Central,Ward-30,Esplanade,Garbage Overflow,Sanitation Department,Low,Resolved,Neha Gupta,2026-03-23,3.0,22.623036,88.345171,Work Completed,March,3,2026,Sunday,1,Q1,22,1.0,Fast,Within SLA,0.0,259,Yes,1,121,87,22.1
CMP0842,2026-02-01,East,Ward-15,New Town,Illegal Dumping,Sanitation Department,High,Resolved,Pooja Sen,2026-03-02,5.0,22.642444,88.451896,Team Assigned,February,2,2026,Sunday,1,Q1,1,29.0,Slow,SLA Breached,1.0,308,Yes,3,106,113,40.6
CMP0843,2026-06-26,West,Ward-24,Behala,Garbage Overflow,Sanitation Department,High,Open,Neha Gupta,,,22.552725,88.498798,Work Completed,June,6,2026,Friday,0,Q2,26,,Pending,Pending,,163,No,3,121,121,42.1
CMP0844,2026-06-25,Central,Ward-25,Esplanade,Garbage Overflow,Sanitation Department,High,Open,Neha Gupta,,,22.658282,88.291932,Work Completed,June,6,2026,Thursday,0,Q2,25,,Pending,Pending,,164,No,3,121,87,42.1
CMP0845,2026-03-20,West,Ward-27,Behala,Traffic Signal Fault,Traffic Department,Medium,Resolved,Deepak Bose,2026-03-24,5.0,22.627947,88.391683,Pending,March,3,2026,Friday,0,Q1,20,4.0,Medium,SLA Breached,1.0,261,Yes,2,50,121,25.0
CMP0846,2026-05-17,North,Ward-16,Dum Dum,Water Leakage,Water Department,Medium,Open,Priya Sharma,,,22.669247,88.345948,Inspection Pending,May,5,2026,Sunday,1,Q2,17,,Pending,Pending,,203,No,2,44,100,24.4
CMP0847,2026-01-01,North,Ward-3,Shyambazar,Traffic Signal Fault,Traffic Department,Medium,In Progress,Rahul Sen,,,22.455186,88.461445,Pending,January,1,2026,Thursday,0,Q1,1,,Pending,Pending,,339,No,2,58,108,25.8
CMP0848,2026-01-14,South,Ward-27,Tollygunge,Garbage Overflow,Sanitation Department,High,In Progress,Pooja Sen,,,22.510121,88.305145,Verified,January,1,2026,Wednesday,0,Q1,14,,Pending,Pending,,326,No,3,106,109,40.6
CMP0849,2026-03-20,West,Ward-16,Santragachi,Illegal Dumping,Sanitation Department,Medium,In Progress,Neha Gupta,,,22.478149,88.393518,Material Awaited,March,3,2026,Friday,0,Q1,20,,Pending,Pending,,261,No,2,121,83,32.1
CMP0850,2026-10-04,South,Ward-28,Tollygunge,Garbage Overflow,Sanitation Department,Medium,Open,Pooja Sen,,,22.567122,88.41472,Inspection Pending,October,10,2026,Sunday,1,Q4,4,,Pending,Pending,,63,No,2,106,109,30.6
CMP0851,2026-03-04,West,Ward-12,Behala,Road Damage,Road Department,Medium,Open,Suresh Roy,,,22.562007,88.260771,Pending,March,3,2026,Wednesday,0,Q1,4,,Pending,Pending,,277,No,2,87,121,28.7
CMP0852,2026-01-30,Central,Ward-6,Esplanade,Drain Blockage,Sewer Department,Medium,In Progress,Vikram Das,,,22.507807,88.497937,Work Completed,January,1,2026,Friday,0,Q1,30,,Pending,Pending,,310,No,2,82,87,28.2
CMP0853,2026-03-26,Central,Ward-13,Park Street,Pothole,Road Department,Low,Open,Suresh Roy,,,22.634438,88.453136,Team Assigned,March,3,2026,Thursday,0,Q1,26,,Pending,Pending,,255,No,1,87,84,18.7
CMP0854,2026-03-09,East,Ward-11,Salt Lake,Park Maintenance,Parks Department,Medium,In Progress,Sonia Ghosh,,,22.69408,88.317456,Material Awaited,March,3,2026,Monday,0,Q1,9,,Pending,Pending,,272,No,2,43,97,24.3
CMP0855,2026-01-11,West,Ward-5,Behala,Sewer Problem,Sewer Department,Low,Resolved,Anil Shaw,2026-01-12,3.0,22.697511,88.329904,Material Awaited,January,1,2026,Sunday,1,Q1,11,1.0,Fast,Within SLA,0.0,329,Yes,1,112,121,21.2
CMP0856,2026-03-20,North,Ward-26,Dum Dum,Sewer Problem,Sewer Department,Medium,In Progress,Vikram Das,,,22.453903,88.304894,Work Completed,March,3,2026,Friday,0,Q1,20,,Pending,Pending,,261,No,2,82,100,28.2
CMP0857,2026-04-29,South,Ward-22,Garia,Drain Blockage,Sewer Department,Low,In Progress,Vikram Das,,,22.64225,88.341131,Material Awaited,April,4,2026,Wednesday,0,Q2,29,,Pending,Pending,,221,No,1,82,98,18.2
CMP0858,2026-03-21,West,Ward-24,Behala,Illegal Dumping,Sanitation Department,High,Open,Neha Gupta,,,22.468862,88.262536,Team Assigned,March,3,2026,Saturday,1,Q1,21,,Pending,Pending,,260,No,3,121,121,42.1
CMP0859,2026-01-18,West,Ward-17,Behala,Traffic Signal Fault,Traffic Department,Low,Resolved,Deepak Bose,2026-01-28,3.0,22.541571,88.34823,Repaired,January,1,2026,Sunday,1,Q1,18,10.0,Slow,SLA Breached,1.0,322,Yes,1,50,121,15.0
CMP0860,2026-02-15,East,Ward-13,New Town,Garbage Overflow,Sanitation Department,High,Open,Neha Gupta,,,22.496698,88.452085,Inspection Pending,February,2,2026,Sunday,1,Q1,15,,Pending,Pending,,294,No,3,121,113,42.1
CMP0861,2026-04-18,North,Ward-4,Dum Dum,Road Damage,Road Department,Low,Resolved,Rajesh Kumar,2026-04-27,3.0,22.602642,88.334586,Material Awaited,April,4,2026,Saturday,1,Q2,18,9.0,Slow,SLA Breached,1.0,232,Yes,1,103,100,20.3
CMP0862,2026-04-07,North,Ward-24,Dum Dum,Garbage Overflow,Sanitation Department,Medium,In Progress,Pooja Sen,,,22.584816,88.481063,Material Awaited,April,4,2026,Tuesday,0,Q2,7,,Pending,Pending,,243,No,2,106,100,30.6
CMP0863,2026-02-01,West,Ward-29,Behala,Park Maintenance,Parks Department,High,Resolved,Sonia Ghosh,2026-06-01,3.0,22.624291,88.336654,Pending,February,2,2026,Sunday,1,Q1,1,120.0,Slow,SLA Breached,1.0,308,Yes,3,43,121,34.3
CMP0864,2026-06-20,East,Ward-19,Salt Lake,Water Leakage,Water Department,Low,Resolved,Rohit Das,2026-06-26,4.0,22.652607,88.437469,Team Assigned,June,6,2026,Saturday,1,Q2,20,6.0,Medium,SLA Breached,1.0,169,Yes,1,46,97,14.6
CMP0865,2026-06-19,East,Ward-23,Salt Lake,Illegal Dumping,Sanitation Department,Low,In Progress,Neha Gupta,,,22.510413,88.45236,Repaired,June,6,2026,Friday,0,Q2,19,,Pending,Pending,,170,No,1,121,97,22.1
CMP0866,2026-04-26,Central,Ward-18,Esplanade,Road Damage,Road Department,Low,Open,Rajesh Kumar,,,22.691001,88.30837,Inspection Pending,April,4,2026,Sunday,1,Q2,26,,Pending,Pending,,224,No,1,103,87,20.3
CMP0867,2026-03-01,South,Ward-13,Tollygunge,Pothole,Road Department,Medium,Resolved,Suresh Roy,2026-11-03,5.0,22.62952,88.342469,Verified,March,3,2026,Sunday,1,Q1,1,247.0,Slow,SLA Breached,1.0,280,Yes,2,87,109,28.7
CMP0868,2026-04-04,South,Ward-14,Garia,Garbage Overflow,Sanitation Department,Medium,Open,Pooja Sen,,,22.60535,88.337693,Verified,April,4,2026,Saturday,1,Q2,4,,Pending,Pending,,246,No,2,106,98,30.6
CMP0869,2026-04-26,West,Ward-27,Behala,Street Light Fault,Electricity Department,Medium,In Progress,Amit Singh,,,22.618507,88.463148,Verified,April,4,2026,Sunday,1,Q2,26,,Pending,Pending,,224,No,2,44,121,24.4
CMP0870,2026-08-06,East,Ward-6,Salt Lake,Traffic Signal Fault,Traffic Department,Medium,Open,Rahul Sen,,,22.548866,88.320567,Work Completed,August,8,2026,Thursday,0,Q3,6,,Pending,Pending,,122,No,2,58,97,25.8
CMP0871,2026-06-03,South,Ward-4,Tollygunge,Park Maintenance,Parks Department,High,In Progress,Arjun Roy,,,22.617532,88.32482,Team Assigned,June,6,2026,Wednesday,0,Q2,3,,Pending,Pending,,186,No,3,45,109,34.5
CMP0872,2026-06-03,East,Ward-18,New Town,Garbage Overflow,Sanitation Department,Low,In Progress,Pooja Sen,,,22.451889,88.389864,Pending,June,6,2026,Wednesday,0,Q2,3,,Pending,Pending,,186,No,1,106,113,20.6
CMP0873,2026-01-14,North,Ward-13,Dum Dum,Garbage Overflow,Sanitation Department,Low,In Progress,Neha Gupta,,,22.499189,88.291659,Repaired,January,1,2026,Wednesday,0,Q1,14,,Pending,Pending,,326,No,1,121,100,22.1
CMP0874,2026-02-04,Central,Ward-1,Esplanade,Drain Blockage,Sewer Department,Low,Resolved,Vikram Das,2026-11-02,5.0,22.485699,88.495722,Pending,February,2,2026,Wednesday,0,Q1,4,271.0,Slow,SLA Breached,1.0,305,Yes,1,82,87,18.2
